work_id,district_lgd,constituency_code,work_title,work_description,category,sanctioned_amount,released_amount,expenditure,recommended_date,sanction_date,completion_date,status,physical_progress_pct,has_uc,agency_name,location_name,latitude,longitude,is_scsp,is_tsp,payment_history
ESK-1586,DIST_102,202,Work 587: OTHER Project at Location 586,Synthetic work description for demo data import,OTHER,827937,124191,827937,2023-04-24,2023-05-09,2024-12-01,COMPLETED,100,true,Municipal Corporation,Location 586,28.607643,77.190512,false,false,MOBILISATION_ADVANCE:2023-06-19:124191
ESK-1587,DIST_103,204,Work 588: ROADS_BRIDGES Project at Location 587,Synthetic work description for demo data import,ROADS_BRIDGES,2406225,360934,2406225,2026-05-27,2026-07-15,2026-09-05,COMPLETED,100,true,Public Works Department (PWD),Location 587,28.697820,77.222613,false,false,MOBILISATION_ADVANCE:2026-08-15:360934
ESK-1588,DIST_102,204,Work 589: ROADS_BRIDGES Project at Location 588,Synthetic work description for demo data import,ROADS_BRIDGES,734009,734010,734009,2024-03-24,2024-04-25,2025-06-13,COMPLETED,100,true,Rural Development Agency (DRDA),Location 588,28.633392,77.353409,false,false,MOBILISATION_ADVANCE:2024-05-18:110101|RUNNING_BILL:2024-09-18:128452|RUNNING_BILL:2024-11-07:128452|RUNNING_BILL:2025-01-04:128452|RUNNING_BILL:2025-03-02:128452|FINAL_BILL:2025-05-16:73401|RETENTION_RELEASE:2025-11-12:36700
ESK-1589,DIST_102,202,Work 590: EDUCATION Project at Location 589,Synthetic work description for demo data import,EDUCATION,1444392,0,1444392,2023-03-20,2023-05-07,2024-09-21,COMPLETED,100,false,Public Works Department (PWD),Location 589,28.739512,77.336466,false,false,
ESK-1590,DIST_101,203,Work 591: OTHER Project at Location 590,Synthetic work description for demo data import,OTHER,2534151,2534150,2534151,2022-12-21,2023-02-05,2023-09-05,COMPLETED,100,false,Municipal Corporation,Location 590,28.558019,77.387183,true,false,MOBILISATION_ADVANCE:2023-02-15:380123|RUNNING_BILL:2023-05-22:443476|RUNNING_BILL:2023-08-14:443476|RUNNING_BILL:2023-10-17:443476|RUNNING_BILL:2023-12-29:443476|FINAL_BILL:2024-03-13:253415|RETENTION_RELEASE:2024-09-09:126708
ESK-1591,DIST_102,202,Work 592: HEALTH Project at Location 591,Synthetic work description for demo data import,HEALTH,836092,131266,256921,2022-09-04,2022-09-30,,IN_PROGRESS,1,false,Municipal Corporation,Location 591,28.651121,77.247016,false,false,MOBILISATION_ADVANCE:2022-10-22:125414|RUNNING_BILL:2023-02-19:2926|RUNNING_BILL:2023-04-28:2926
ESK-1592,DIST_102,201,Work 593: OTHER Project at Location 592,Synthetic work description for demo data import,OTHER,371335,371335,371335,2024-01-17,2024-02-24,2025-07-17,COMPLETED,100,false,Rural Development Agency (DRDA),Location 592,28.670056,77.362551,false,false,MOBILISATION_ADVANCE:2024-03-12:55700|RUNNING_BILL:2024-07-23:129967|RUNNING_BILL:2024-10-10:129967|FINAL_BILL:2024-12-24:37134|RETENTION_RELEASE:2025-06-22:18567
ESK-1593,DIST_101,203,Work 594: DRINKING_WATER Project at Location 593,Synthetic work description for demo data import,DRINKING_WATER,2556642,0,2556642,2025-08-20,2025-09-07,2026-03-08,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 593,28.554994,77.308539,true,false,
ESK-1594,DIST_101,202,Work 595: SANITATION Project at Location 594,Synthetic work description for demo data import,SANITATION,2502676,2502675,2502676,2023-05-16,2023-06-08,2024-03-20,COMPLETED,100,false,Municipal Corporation,Location 594,28.565014,77.312356,false,true,MOBILISATION_ADVANCE:2023-07-09:375401|RUNNING_BILL:2023-09-28:437968|RUNNING_BILL:2023-12-12:437968|RUNNING_BILL:2024-02-29:437968|RUNNING_BILL:2024-04-17:437968|FINAL_BILL:2024-07-01:250268|RETENTION_RELEASE:2024-12-28:125134
ESK-1595,DIST_101,203,Work 596: OTHER Project at Location 595,Synthetic work description for demo data import,OTHER,338554,129779,338554,2026-02-07,2026-03-26,2026-09-05,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 595,28.670190,77.319382,false,false,MOBILISATION_ADVANCE:2026-05-02:50783|RUNNING_BILL:2026-08-23:78996
ESK-1596,DIST_102,201,Work 597: HEALTH Project at Location 596,Synthetic work description for demo data import,HEALTH,379332,117972,356367,2024-05-06,2024-05-16,,IN_PROGRESS,23,false,Municipal Corporation,Location 596,28.739367,77.265136,true,false,MOBILISATION_ADVANCE:2024-06-24:56900|RUNNING_BILL:2024-10-02:30536|RUNNING_BILL:2024-11-23:30536
ESK-1597,DIST_104,201,Work 598: DRINKING_WATER Project at Location 597,Synthetic work description for demo data import,DRINKING_WATER,3053221,457983,0,2023-05-17,2023-06-02,,NOT_STARTED,0,false,Public Works Department (PWD),Location 597,28.650007,77.288463,false,false,MOBILISATION_ADVANCE:2023-06-24:457983|RUNNING_BILL:2023-10-04:0|RUNNING_BILL:2023-11-25:0|RUNNING_BILL:2024-01-31:0
ESK-1598,DIST_104,202,Work 599: OTHER Project at Location 598,Synthetic work description for demo data import,OTHER,2386868,2386868,2386868,2024-08-08,2024-08-18,2026-06-23,COMPLETED,100,true,Municipal Corporation,Location 598,28.510457,77.391271,false,false,MOBILISATION_ADVANCE:2024-09-25:358030|RUNNING_BILL:2025-01-03:417702|RUNNING_BILL:2025-02-19:417702|RUNNING_BILL:2025-05-12:417702|RUNNING_BILL:2025-08-06:417702|FINAL_BILL:2025-10-20:238687|RETENTION_RELEASE:2026-04-18:119343
ESK-1599,DIST_103,202,Work 600: SANITATION Project at Location 599,Synthetic work description for demo data import,SANITATION,841148,518708,841148,2026-01-28,2026-02-04,2026-09-05,COMPLETED,100,false,Municipal Corporation,Location 599,28.621348,77.169633,false,false,MOBILISATION_ADVANCE:2026-02-24:126172|RUNNING_BILL:2026-06-24:196268|RUNNING_BILL:2026-08-29:196268
ESK-1600,DIST_104,201,Work 601: EDUCATION Project at Location 600,Synthetic work description for demo data import,EDUCATION,572458,572460,572458,2023-01-10,2023-01-23,2024-04-28,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 600,28.612972,77.221125,false,false,MOBILISATION_ADVANCE:2023-03-03:85869|RUNNING_BILL:2023-06-18:133574|RUNNING_BILL:2023-08-15:133574|RUNNING_BILL:2023-11-12:133574|FINAL_BILL:2024-01-26:57246|RETENTION_RELEASE:2024-07-24:28623
ESK-1601,DIST_101,203,Work 602: EDUCATION Project at Location 601,Synthetic work description for demo data import,EDUCATION,2269360,944054,1380757,2026-02-15,2026-03-12,,IN_PROGRESS,76,false,Public Works Department (PWD),Location 601,28.742067,77.242289,false,false,MOBILISATION_ADVANCE:2026-03-22:340404|RUNNING_BILL:2026-07-22:603650
ESK-1602,DIST_104,204,Work 603: EDUCATION Project at Location 602,Synthetic work description for demo data import,EDUCATION,1724670,1724672,1724670,2024-12-10,2025-01-20,2025-09-25,COMPLETED,100,false,Irrigation & Flood Control Dept,Location 602,28.547073,77.359694,true,false,MOBILISATION_ADVANCE:2025-02-01:258701|RUNNING_BILL:2025-05-11:603635|RUNNING_BILL:2025-07-10:603635|FINAL_BILL:2025-09-23:172467|RETENTION_RELEASE:2026-03-22:86234
ESK-1603,DIST_103,202,Work 604: HEALTH Project at Location 603,Synthetic work description for demo data import,HEALTH,1238368,0,1238368,2022-12-26,2023-02-05,2024-03-19,COMPLETED,100,false,Irrigation & Flood Control Dept,Location 603,28.730785,77.156665,true,false,
ESK-1604,DIST_103,204,Work 605: OTHER Project at Location 604,Synthetic work description for demo data import,OTHER,1451961,0,1451961,2024-07-24,2024-09-06,2026-02-27,COMPLETED,100,true,Municipal Corporation,Location 604,28.555924,77.235354,false,false,
ESK-1605,DIST_101,201,Work 606: DRINKING_WATER Project at Location 605,Synthetic work description for demo data import,DRINKING_WATER,3445215,757946,1439395,2024-01-01,2024-01-21,,IN_PROGRESS,10,false,Public Works Department (PWD),Location 605,28.687966,77.280916,false,false,MOBILISATION_ADVANCE:2024-02-06:516782|RUNNING_BILL:2024-05-28:80388|RUNNING_BILL:2024-08-25:80388|RUNNING_BILL:2024-10-20:80388
ESK-1606,DIST_101,203,Work 607: ROADS_BRIDGES Project at Location 606,Synthetic work description for demo data import,ROADS_BRIDGES,412027,61804,412027,2024-02-29,2024-03-15,2024-09-19,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 606,28.538279,77.288611,false,false,MOBILISATION_ADVANCE:2024-04-25:61804
ESK-1607,DIST_102,204,Work 608: HEALTH Project at Location 607,Synthetic work description for demo data import,HEALTH,851438,217116,700338,2024-06-13,2024-07-08,,IN_PROGRESS,15,false,Municipal Corporation,Location 607,28.687083,77.159432,false,false,MOBILISATION_ADVANCE:2024-08-20:127716|RUNNING_BILL:2024-10-23:44700|RUNNING_BILL:2024-12-15:44700
ESK-1608,DIST_101,202,Work 609: ROADS_BRIDGES Project at Location 608,Synthetic work description for demo data import,ROADS_BRIDGES,2065519,0,0,2026-03-22,2026-04-15,,CANCELLED,0,false,Public Works Department (PWD),Location 608,28.687415,77.299249,false,false,
ESK-1609,DIST_102,204,Work 610: HEALTH Project at Location 609,Synthetic work description for demo data import,HEALTH,1320178,198027,1320178,2023-03-23,2023-04-20,2024-10-13,COMPLETED,100,true,Public Works Department (PWD),Location 609,28.740635,77.352540,true,false,MOBILISATION_ADVANCE:2023-05-24:198027
ESK-1610,DIST_104,203,Work 611: ROADS_BRIDGES Project at Location 610,Synthetic work description for demo data import,ROADS_BRIDGES,4823885,2513245,3113393,2025-02-19,2025-03-23,,IN_PROGRESS,53,false,Municipal Corporation,Location 610,28.533771,77.350032,false,false,MOBILISATION_ADVANCE:2025-04-09:723583|RUNNING_BILL:2025-08-01:596554|RUNNING_BILL:2025-10-24:596554|RUNNING_BILL:2025-12-28:596554
ESK-1611,DIST_104,203,Work 612: ROADS_BRIDGES Project at Location 611,Synthetic work description for demo data import,ROADS_BRIDGES,1381764,207265,209968,2022-11-29,2022-12-15,,IN_PROGRESS,34,false,Municipal Corporation,Location 611,28.581633,77.383454,false,false,MOBILISATION_ADVANCE:2023-01-13:207265
ESK-1612,DIST_101,201,Work 613: OTHER Project at Location 612,Synthetic work description for demo data import,OTHER,1135040,861496,461718,2023-05-29,2023-07-10,,IN_PROGRESS,87,false,Rural Development Agency (DRDA),Location 612,28.690867,77.337567,false,false,MOBILISATION_ADVANCE:2023-07-20:170256|RUNNING_BILL:2023-12-05:345620|RUNNING_BILL:2024-01-27:345620
ESK-1613,DIST_104,204,Work 614: OTHER Project at Location 613,Synthetic work description for demo data import,OTHER,1966595,1868265,1966595,2025-05-15,2025-06-16,2026-09-05,COMPLETED,100,true,Rural Development Agency (DRDA),Location 613,28.540990,77.177900,false,true,MOBILISATION_ADVANCE:2025-06-26:294989|RUNNING_BILL:2025-11-13:458872|RUNNING_BILL:2026-01-15:458872|RUNNING_BILL:2026-03-23:458872|FINAL_BILL:2026-06-06:196660
ESK-1614,DIST_102,203,Work 615: HEALTH Project at Location 614,Synthetic work description for demo data import,HEALTH,1626446,1626446,1626446,2024-03-27,2024-04-21,2025-10-13,COMPLETED,100,true,Rural Development Agency (DRDA),Location 614,28.709844,77.365733,false,false,MOBILISATION_ADVANCE:2024-05-31:243967|RUNNING_BILL:2024-08-11:569256|RUNNING_BILL:2024-10-21:569256|FINAL_BILL:2025-01-04:162645|RETENTION_RELEASE:2025-07-03:81322
ESK-1615,DIST_103,202,Work 616: HEALTH Project at Location 615,Synthetic work description for demo data import,HEALTH,1648770,0,1648770,2026-01-28,2026-02-14,2026-09-05,COMPLETED,100,true,Rural Development Agency (DRDA),Location 615,28.598115,77.365333,false,false,
ESK-1616,DIST_101,201,Work 617: DRINKING_WATER Project at Location 616,Synthetic work description for demo data import,DRINKING_WATER,2168595,2168595,2168595,2025-03-07,2025-04-25,2025-11-11,COMPLETED,100,false,Municipal Corporation,Location 616,28.712522,77.310747,true,false,MOBILISATION_ADVANCE:2025-05-16:325289|RUNNING_BILL:2025-08-17:759008|RUNNING_BILL:2025-10-06:759008|FINAL_BILL:2025-12-20:216860|RETENTION_RELEASE:2026-06-18:108430
ESK-1617,DIST_104,203,Work 618: SANITATION Project at Location 617,Synthetic work description for demo data import,SANITATION,1811501,1117093,1811501,2025-11-20,2025-12-24,2026-09-05,COMPLETED,100,true,Public Works Department (PWD),Location 617,28.570260,77.254797,false,true,MOBILISATION_ADVANCE:2026-02-02:271725|RUNNING_BILL:2026-05-08:422684|RUNNING_BILL:2026-07-01:422684
ESK-1618,DIST_103,202,Work 619: OTHER Project at Location 618,Synthetic work description for demo data import,OTHER,476911,195057,0,2023-04-16,2023-05-14,,ON_HOLD,37,false,Irrigation & Flood Control Dept,Location 618,28.738507,77.250687,true,false,MOBILISATION_ADVANCE:2023-06-16:71537|RUNNING_BILL:2023-10-04:123520
ESK-1619,DIST_102,203,Work 620: HEALTH Project at Location 619,Synthetic work description for demo data import,HEALTH,3280826,0,0,2026-07-23,,,NOT_STARTED,0,false,Public Works Department (PWD),Location 619,28.742776,77.240709,false,false,
ESK-1620,DIST_101,203,Work 621: OTHER Project at Location 620,Synthetic work description for demo data import,OTHER,2699642,2699640,2699642,2023-08-08,2023-09-26,2025-02-03,COMPLETED,100,true,Public Works Department (PWD),Location 620,28.698414,77.365021,false,false,MOBILISATION_ADVANCE:2023-10-09:404946|RUNNING_BILL:2024-01-23:472437|RUNNING_BILL:2024-03-31:472437|RUNNING_BILL:2024-06-18:472437|RUNNING_BILL:2024-08-11:472437|FINAL_BILL:2024-10-25:269964|RETENTION_RELEASE:2025-04-23:134982
ESK-1621,DIST_103,203,Work 622: ROADS_BRIDGES Project at Location 621,Synthetic work description for demo data import,ROADS_BRIDGES,2703010,0,2703010,2023-12-25,2024-02-10,2025-11-07,COMPLETED,100,false,Public Works Department (PWD),Location 621,28.595316,77.330876,false,true,
ESK-1622,DIST_104,201,Work 623: HEALTH Project at Location 622,Synthetic work description for demo data import,HEALTH,2228170,1082891,0,2023-08-24,2023-10-09,,ON_HOLD,48,false,Rural Development Agency (DRDA),Location 622,28.645933,77.363629,false,false,MOBILISATION_ADVANCE:2023-10-23:334226|RUNNING_BILL:2024-02-16:249555|RUNNING_BILL:2024-05-12:249555|RUNNING_BILL:2024-07-25:249555
ESK-1623,DIST_102,201,Work 624: HEALTH Project at Location 623,Synthetic work description for demo data import,HEALTH,1954583,1954582,1954583,2024-06-28,2024-07-29,2025-02-25,COMPLETED,100,true,Public Works Department (PWD),Location 623,28.716846,77.265011,true,false,MOBILISATION_ADVANCE:2024-08-13:293187|RUNNING_BILL:2024-11-29:684104|RUNNING_BILL:2025-02-22:684104|FINAL_BILL:2025-05-08:195458|RETENTION_RELEASE:2025-11-04:97729
ESK-1624,DIST_102,204,Work 625: DRINKING_WATER Project at Location 624,Synthetic work description for demo data import,DRINKING_WATER,1533154,258592,946971,2026-02-15,2026-03-07,,IN_PROGRESS,8,false,Municipal Corporation,Location 624,28.672606,77.360674,false,false,MOBILISATION_ADVANCE:2026-03-19:229973|RUNNING_BILL:2026-07-19:28619
ESK-1625,DIST_103,203,Work 626: EDUCATION Project at Location 625,Synthetic work description for demo data import,EDUCATION,2076817,311523,2076817,2023-03-11,2023-04-24,2024-04-09,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 625,28.630427,77.215082,false,false,MOBILISATION_ADVANCE:2023-06-08:311523
ESK-1626,DIST_102,201,Work 627: DRINKING_WATER Project at Location 626,Synthetic work description for demo data import,DRINKING_WATER,1493170,1493170,1493170,2022-08-06,2022-09-20,2024-01-10,COMPLETED,100,false,Municipal Corporation,Location 626,28.735049,77.268692,false,false,MOBILISATION_ADVANCE:2022-10-30:223976|RUNNING_BILL:2023-02-14:348406|RUNNING_BILL:2023-05-09:348406|RUNNING_BILL:2023-07-31:348406|FINAL_BILL:2023-10-14:149317|RETENTION_RELEASE:2024-04-11:74659
ESK-1627,DIST_103,203,Work 628: DRINKING_WATER Project at Location 627,Synthetic work description for demo data import,DRINKING_WATER,449195,67379,449195,2024-09-10,2024-10-02,2026-04-18,COMPLETED,100,false,Municipal Corporation,Location 627,28.660472,77.290479,true,false,MOBILISATION_ADVANCE:2024-10-23:67379
ESK-1628,DIST_101,201,Work 629: SANITATION Project at Location 628,Synthetic work description for demo data import,SANITATION,2320294,348044,2320294,2025-05-02,2025-05-10,2026-02-19,COMPLETED,100,true,Municipal Corporation,Location 628,28.665365,77.176059,false,false,MOBILISATION_ADVANCE:2025-05-24:348044
ESK-1629,DIST_101,203,Work 630: OTHER Project at Location 629,Synthetic work description for demo data import,OTHER,943828,742792,370586,2023-02-13,2023-02-27,,IN_PROGRESS,91,false,Rural Development Agency (DRDA),Location 629,28.635369,77.176567,false,false,MOBILISATION_ADVANCE:2023-03-12:141574|RUNNING_BILL:2023-07-16:200406|RUNNING_BILL:2023-08-30:200406|RUNNING_BILL:2023-11-09:200406
ESK-1630,DIST_102,203,Work 631: HEALTH Project at Location 630,Synthetic work description for demo data import,HEALTH,961043,453612,398502,2023-05-07,2023-06-20,,IN_PROGRESS,46,false,Municipal Corporation,Location 630,28.660744,77.397515,false,true,MOBILISATION_ADVANCE:2023-07-17:144156|RUNNING_BILL:2023-10-18:309456
ESK-1631,DIST_102,203,Work 632: ROADS_BRIDGES Project at Location 631,Synthetic work description for demo data import,ROADS_BRIDGES,1037417,1037418,1037417,2024-02-20,2024-03-20,2026-01-05,COMPLETED,100,true,Rural Development Agency (DRDA),Location 631,28.730842,77.314265,false,false,MOBILISATION_ADVANCE:2024-04-05:155613|RUNNING_BILL:2024-07-23:363096|RUNNING_BILL:2024-09-30:363096|FINAL_BILL:2024-12-14:103742|RETENTION_RELEASE:2025-06-12:51871
ESK-1632,DIST_101,204,Work 633: ROADS_BRIDGES Project at Location 632,Synthetic work description for demo data import,ROADS_BRIDGES,1090745,491926,774010,2022-10-27,2022-11-25,,IN_PROGRESS,43,false,Municipal Corporation,Location 632,28.706403,77.224246,false,false,MOBILISATION_ADVANCE:2022-12-14:163612|RUNNING_BILL:2023-04-03:328314
ESK-1633,DIST_101,202,Work 634: EDUCATION Project at Location 633,Synthetic work description for demo data import,EDUCATION,2289619,2289618,2289619,2023-10-09,2023-11-06,2024-04-23,COMPLETED,100,true,Rural Development Agency (DRDA),Location 633,28.725610,77.249771,false,false,MOBILISATION_ADVANCE:2023-11-25:343443|RUNNING_BILL:2024-03-29:534244|RUNNING_BILL:2024-06-16:534244|RUNNING_BILL:2024-08-05:534244|FINAL_BILL:2024-10-19:228962|RETENTION_RELEASE:2025-04-17:114481
ESK-1634,DIST_103,201,Work 635: HEALTH Project at Location 634,Synthetic work description for demo data import,HEALTH,613644,92047,613644,2026-05-02,2026-06-11,2026-09-05,COMPLETED,100,true,Municipal Corporation,Location 634,28.709727,77.238985,true,false,MOBILISATION_ADVANCE:2026-07-06:92047
ESK-1635,DIST_101,204,Work 636: OTHER Project at Location 635,Synthetic work description for demo data import,OTHER,1315815,0,1315815,2025-11-30,2025-12-14,2026-06-13,COMPLETED,100,true,Rural Development Agency (DRDA),Location 635,28.590725,77.223256,false,false,
ESK-1636,DIST_103,203,Work 637: DRINKING_WATER Project at Location 636,Synthetic work description for demo data import,DRINKING_WATER,2674192,1692764,144305,2025-06-08,2025-06-17,,IN_PROGRESS,69,false,Municipal Corporation,Location 636,28.634275,77.206510,false,true,MOBILISATION_ADVANCE:2025-07-12:401129|RUNNING_BILL:2025-11-14:1291635
ESK-1637,DIST_103,203,Work 638: SANITATION Project at Location 637,Synthetic work description for demo data import,SANITATION,885326,885326,885326,2023-04-24,2023-05-23,2024-05-07,COMPLETED,100,true,Municipal Corporation,Location 637,28.744952,77.177252,false,false,MOBILISATION_ADVANCE:2023-06-13:132799|RUNNING_BILL:2023-09-07:154932|RUNNING_BILL:2023-11-17:154932|RUNNING_BILL:2024-01-06:154932|RUNNING_BILL:2024-03-03:154932|FINAL_BILL:2024-05-17:88533|RETENTION_RELEASE:2024-11-13:44266
ESK-1638,DIST_104,202,Work 639: HEALTH Project at Location 638,Synthetic work description for demo data import,HEALTH,1657118,828559,1657118,2026-03-17,2026-04-02,2026-09-05,COMPLETED,100,false,Public Works Department (PWD),Location 638,28.728841,77.232792,false,false,MOBILISATION_ADVANCE:2026-04-30:248568|RUNNING_BILL:2026-08-24:579991
ESK-1639,DIST_104,201,Work 640: SANITATION Project at Location 639,Synthetic work description for demo data import,SANITATION,1309166,196375,0,2023-08-23,2023-09-26,,NOT_STARTED,0,false,Irrigation & Flood Control Dept,Location 639,28.551458,77.175414,false,false,MOBILISATION_ADVANCE:2023-11-03:196375|RUNNING_BILL:2024-01-23:0|RUNNING_BILL:2024-03-11:0
ESK-1640,DIST_104,203,Work 641: ROADS_BRIDGES Project at Location 640,Synthetic work description for demo data import,ROADS_BRIDGES,616051,92408,0,2025-09-07,2025-09-13,,NOT_STARTED,0,false,Municipal Corporation,Location 640,28.650121,77.311781,false,false,MOBILISATION_ADVANCE:2025-10-17:92408
ESK-1641,DIST_104,202,Work 642: ROADS_BRIDGES Project at Location 641,Synthetic work description for demo data import,ROADS_BRIDGES,1204209,180631,1204209,2025-04-15,2025-05-28,2025-11-14,COMPLETED,100,true,Rural Development Agency (DRDA),Location 641,28.641314,77.186464,false,false,MOBILISATION_ADVANCE:2025-06-20:180631
ESK-1642,DIST_104,201,Work 643: SANITATION Project at Location 642,Synthetic work description for demo data import,SANITATION,2641674,2641674,2641674,2024-07-23,2024-08-26,2025-10-25,COMPLETED,100,false,Rural Development Agency (DRDA),Location 642,28.650286,77.339656,false,false,MOBILISATION_ADVANCE:2024-09-30:396251|RUNNING_BILL:2025-01-23:924586|RUNNING_BILL:2025-04-19:924586|FINAL_BILL:2025-07-03:264167|RETENTION_RELEASE:2025-12-30:132084
ESK-1643,DIST_102,202,Work 644: ROADS_BRIDGES Project at Location 643,Synthetic work description for demo data import,ROADS_BRIDGES,1879369,702883,0,2025-02-10,2025-02-22,,ON_HOLD,32,false,Municipal Corporation,Location 643,28.519439,77.374932,false,false,MOBILISATION_ADVANCE:2025-03-26:281905|RUNNING_BILL:2025-07-15:140326|RUNNING_BILL:2025-09-19:140326|RUNNING_BILL:2025-11-23:140326
ESK-1644,DIST_101,204,Work 645: DRINKING_WATER Project at Location 644,Synthetic work description for demo data import,DRINKING_WATER,1493525,224029,1493525,2026-02-19,2026-03-21,2026-09-05,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 644,28.670908,77.221329,false,false,MOBILISATION_ADVANCE:2026-04-15:224029
ESK-1645,DIST_104,202,Work 646: OTHER Project at Location 645,Synthetic work description for demo data import,OTHER,2374016,0,1888457,2023-09-26,2023-10-04,,IN_PROGRESS,36,false,Rural Development Agency (DRDA),Location 645,28.667526,77.215358,false,false,
ESK-1646,DIST_104,204,Work 647: DRINKING_WATER Project at Location 646,Synthetic work description for demo data import,DRINKING_WATER,2258417,338763,2258417,2025-04-20,2025-06-08,2026-09-05,COMPLETED,100,true,Public Works Department (PWD),Location 646,28.570539,77.242789,false,true,MOBILISATION_ADVANCE:2025-07-07:338763
ESK-1647,DIST_103,203,Work 648: SANITATION Project at Location 647,Synthetic work description for demo data import,SANITATION,4502031,675305,2602963,2022-11-05,2022-12-12,,IN_PROGRESS,70,false,Public Works Department (PWD),Location 647,28.595176,77.255005,false,false,MOBILISATION_ADVANCE:2022-12-29:675305
ESK-1648,DIST_103,201,Work 649: SANITATION Project at Location 648,Synthetic work description for demo data import,SANITATION,2074189,311128,2074189,2023-01-28,2023-03-14,2025-01-17,COMPLETED,100,true,Public Works Department (PWD),Location 648,28.626596,77.287468,false,true,MOBILISATION_ADVANCE:2023-04-17:311128
ESK-1649,DIST_102,204,Work 650: HEALTH Project at Location 649,Synthetic work description for demo data import,HEALTH,2885299,432795,19841,2025-11-15,2025-12-12,,IN_PROGRESS,29,false,Rural Development Agency (DRDA),Location 649,28.516069,77.363486,false,false,MOBILISATION_ADVANCE:2026-01-21:432795
ESK-1650,DIST_101,201,Work 651: DRINKING_WATER Project at Location 650,Synthetic work description for demo data import,DRINKING_WATER,3131766,2662001,3131766,2026-01-24,2026-02-19,2026-09-05,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 650,28.528319,77.339212,false,true,MOBILISATION_ADVANCE:2026-03-11:469765|RUNNING_BILL:2026-06-24:1096118|RUNNING_BILL:2026-08-24:1096118
ESK-1651,DIST_101,203,Work 652: DRINKING_WATER Project at Location 651,Synthetic work description for demo data import,DRINKING_WATER,4149560,622434,0,2022-08-27,2022-09-15,,NOT_STARTED,0,false,Irrigation & Flood Control Dept,Location 651,28.660813,77.179681,false,false,MOBILISATION_ADVANCE:2022-09-26:622434|RUNNING_BILL:2023-01-26:0
ESK-1652,DIST_103,202,Work 653: OTHER Project at Location 652,Synthetic work description for demo data import,OTHER,713335,713336,713335,2022-11-18,2022-11-23,2024-03-17,COMPLETED,100,true,Municipal Corporation,Location 652,28.536783,77.383666,false,false,MOBILISATION_ADVANCE:2022-12-26:107000|RUNNING_BILL:2023-04-21:166445|RUNNING_BILL:2023-06-22:166445|RUNNING_BILL:2023-09-17:166445|FINAL_BILL:2023-12-01:71334|RETENTION_RELEASE:2024-05-29:35667
ESK-1653,DIST_103,204,Work 654: HEALTH Project at Location 653,Synthetic work description for demo data import,HEALTH,3715282,1649585,734490,2023-07-05,2023-08-12,,IN_PROGRESS,42,false,Municipal Corporation,Location 653,28.707129,77.312956,true,false,MOBILISATION_ADVANCE:2023-08-30:557292|RUNNING_BILL:2023-12-24:1092293
ESK-1654,DIST_102,202,Work 655: DRINKING_WATER Project at Location 654,Synthetic work description for demo data import,DRINKING_WATER,2080312,1976296,2080312,2025-03-14,2025-04-25,2026-03-22,COMPLETED,100,true,Public Works Department (PWD),Location 654,28.645455,77.157080,true,false,MOBILISATION_ADVANCE:2025-05-05:312047|RUNNING_BILL:2025-08-29:485406|RUNNING_BILL:2025-11-21:485406|RUNNING_BILL:2026-01-16:485406|FINAL_BILL:2026-04-01:208031
ESK-1655,DIST_102,203,Work 656: SANITATION Project at Location 655,Synthetic work description for demo data import,SANITATION,222102,222102,222102,2024-08-22,2024-10-02,2026-04-22,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 655,28.647452,77.344658,false,false,MOBILISATION_ADVANCE:2024-11-04:33315|RUNNING_BILL:2025-01-27:38868|RUNNING_BILL:2025-04-02:38868|RUNNING_BILL:2025-06-21:38868|RUNNING_BILL:2025-08-31:38868|FINAL_BILL:2025-11-14:22210|RETENTION_RELEASE:2026-05-13:11105
ESK-1656,DIST_101,201,Work 657: OTHER Project at Location 656,Synthetic work description for demo data import,OTHER,3021889,2018623,358892,2022-11-18,2023-01-05,,IN_PROGRESS,74,false,Irrigation & Flood Control Dept,Location 656,28.597477,77.300288,true,false,MOBILISATION_ADVANCE:2023-02-01:453283|RUNNING_BILL:2023-05-03:521780|RUNNING_BILL:2023-07-03:521780|RUNNING_BILL:2023-08-23:521780
ESK-1657,DIST_101,202,Work 658: HEALTH Project at Location 657,Synthetic work description for demo data import,HEALTH,678627,0,0,2024-09-19,2024-10-01,,CANCELLED,0,false,Municipal Corporation,Location 657,28.614548,77.290050,false,true,
ESK-1658,DIST_104,203,Work 659: HEALTH Project at Location 658,Synthetic work description for demo data import,HEALTH,1856215,1856215,1856215,2022-09-17,2022-09-29,2023-06-16,COMPLETED,100,true,Municipal Corporation,Location 658,28.545722,77.302078,false,false,MOBILISATION_ADVANCE:2022-10-23:278432|RUNNING_BILL:2023-01-27:649675|RUNNING_BILL:2023-04-12:649675|FINAL_BILL:2023-06-26:185622|RETENTION_RELEASE:2023-12-23:92811
